cik,company_name,ticker
50710,"JAVELIN PHARMACEUTICALS, INC",JAV
811589,FIRST BANCORP /NC/,FBNC
936446,"Precision Aerospace Components, Inc.",PAOS
1391390,BOISE INC.,BZ
1415306,"PURESPECTRUM, INC.",PSRU
7623,ARTS WAY MANUFACTURING CO INC,ARTW
1006892,JDA SOFTWARE GROUP INC,JDAS
1429470,"Tryon Alpha, Inc.",NONE
1056386,INTERNAP NETWORK SERVICES CORP,INAP
821026,ANDERSONS INC,ANDE
80661,PROGRESSIVE CORP/OH/,PGR
901491,PAPA JOHNS INTERNATIONAL INC,PZZA
1292900,"INTERLINE BRANDS, INC./DE",IBI
1116942,TTM TECHNOLOGIES INC,TTMI
72020,NICOR INC,GAS
1201792,AMERICAN PUBLIC EDUCATION INC,APEI
798949,UNIT CORP,UNT
92472,SOUTHWEST WATER CO,SWWC
919956,ADVOCAT INC,AVCA
799426,NEW WORLD BRANDS INC,NWBD
1110803,ILLUMINA INC,ILMN
32598,ENGEX INC,EGX
314606,GEOKINETICS INC,GOK
1014739,"BioScrip, Inc.",BIOS
90168,SIFCO INDUSTRIES INC,sif
821536,HEARUSA INC,EAR
1421816,"Forsythe Group Two, Inc",NO SYMBOL
1060232,"COLLECTIVE BRANDS, INC.",PSS
935724,PMI GROUP INC,PMI
909111,COLONIAL PROPERTIES TRUST,CLP
720002,MAINSOURCE FINANCIAL GROUP,MSFG
1297401,"DreamWorks Animation SKG, Inc.",DWA
1375083,"Meruelo Maddux Properties, Inc.",MMPI
887497,HI TECH PHARMACAL CO INC,HITK
1019695,ARQULE INC,ARQL
1087294,CUMBERLAND PHARMACEUTICALS INC,CPIX
1099814,STEREO VISION ENTERTAINMENT INC,SVSN
1032208,SEMPRA ENERGY,SRE
72333,NORDSTROM INC,JWN
1296286,"Action Industries, Inc.",ACTN
770460,PEOPLES FINANCIAL CORP /MS/,pfbx
768408,CYANOTECH CORP,CYAN
773840,HONEYWELL INTERNATIONAL INC,HON
775158,OSHKOSH CORP,OSK
818813,BITSTREAM INC,BITS
1280452,MONOLITHIC POWER SYSTEMS INC,MPWR
854398,XATA CORP /MN/,XATA
891482,FULL HOUSE RESORTS INC,FLL
813619,SOUTHWALL TECHNOLOGIES INC /DE/,SWTX
1040593,CARRIZO OIL & GAS INC,CRZO
1075656,"iGo, Inc.",IGOI
19353,CHARMING SHOPPES INC,CHRS
1367722,SPICY PICKLE FRANCHISING INC,SPKL
1175535,Whitestone REIT,NONE
39899,GANNETT CO INC /DE/,GCI
1397821,Duff & Phelps Corp,DUF
717059,WEST COAST BANCORP /NEW/OR/,WCBO
1402305,"SuccessFactors, Inc.",SFSF
1410098,CorMedix Inc.,CRMD
101199,UNITED FIRE & CASUALTY CO,UFCS
84129,RITE AID CORP,RAD
886744,GERON CORP,GERN
911216,PALATIN TECHNOLOGIES INC,PTN
50863,INTEL CORP,INTC
1384072,"Vanguard Natural Resources, LLC",VNR
809559,TCW STRATEGIC INCOME FUND INC,TSI
1009463,GLOBAL MED TECHNOLOGIES INC,GLOB
1058057,MARVELL TECHNOLOGY GROUP LTD,MRVL
1004125,KSW INC,KSW
1411861,MAKO Surgical Corp.,MAKO
1035443,ALEXANDRIA REAL ESTATE EQUITIES INC,ARE
1072341,PLAYBOY ENTERPRISES INC,"PLA, PLAA"
1421816,"Forsythe Group Two, Inc",NONE
722392,PLANAR SYSTEMS INC,PLNR
896400,MULTIMEDIA GAMES INC,MGAM
278041,INTERNATIONAL SHIPHOLDING CORP,ISH
50104,TESORO CORP /NEW/,TSO
1270436,COHEN & Co INC.,COHN
860546,CORPORATE OFFICE PROPERTIES TRUST,OFC
55067,KELLOGG CO,K
1052054,EVOLVING SYSTEMS INC,EVOL
58492,LEGGETT & PLATT INC,LEG
1372041,PAETEC Holding Corp.,PAET
912833,WEST MARINE INC,WMAR
915389,EASTMAN CHEMICAL CO,EMN
93451,STERLING BANCORP,stl
1417398,"Hillenbrand, Inc.",HI
55529,KEWAUNEE SCIENTIFIC CORP /DE/,kequ
730669,FCCC INC,FCIC
1017655,PAID INC,PAYD
912728,FORWARD AIR CORP,FWRD
1326190,"PHARMATHENE, INC",PIP
785786,PLEXUS CORP,PLXS
1118148,AMERICAN PHYSICIANS CAPITAL INC,ACAP
719413,HECLA MINING CO/DE/,HL
1077370,INSWEB CORP,INSW
1054508,PENSECO FINANCIAL SERVICES CORP,PFNS
912093,JDS UNIPHASE CORP /CA/,JDSU
798941,FIRST CITIZENS BANCSHARES INC /DE/,FCNCA
1427645,COUGAR OIL & GAS CANADA INC.,COUGF
920148,LABORATORY CORP OF AMERICA HOLDINGS,LH
1370291,"First California Financial Group, Inc.",FCAL
702325,FIRST MIDWEST BANCORP INC,FMBI
77877,PETROLEUM DEVELOPMENT CORP,petd
743238,SPARTAN MOTORS INC,SPAR
1027207,EPIQ SYSTEMS INC,EPIQ
1063344,HERSHA HOSPITALITY TRUST,HT
26780,DANA HOLDING CORP,DAN
766421,ALASKA AIR GROUP INC,ALK
1420061,"Module One RD, INC",NONE
1006459,Homeland Security Capital CORP,HOMS
1171032,BAKERS FOOTWEAR GROUP INC,BKRS
1337298,FutureFuel Corp.,FTFL.OB
1102287,PREMIERWEST BANCORP,PRWT
801898,JOY GLOBAL INC,JOYG
29534,DOLLAR GENERAL CORP,DG
1292055,Symmetry Medical Inc.,SMA
823094,SOTHEBYS,BID
1442505,Clearwire Corp /DE,CLWR
1049782,BROOKLINE BANCORP INC,brkl
1308547,"Dolby Laboratories, Inc.",DLB
1375387,"DWS Dreman Value Income Edge Fund, Inc.",DHG
1424404,Wolverine Exploration Inc.,WOLV
1452384,"SEAHAWK DRILLING, INC.",HAWK
756502,SKYTERRA COMMUNICATIONS INC,SKYT.OB
1250873,CORPORATE PROPERTY ASSOCIATES 16 GLOBAL INC,NONE
1376339,"MIMEDX GROUP, INC.",MDXG.OB
350907,THORATEC CORP,THOR
1048286,MARRIOTT INTERNATIONAL INC /MD/,MAR
808918,"EDCI HOLDINGS, INC.",EDCI
1159167,IROBOT CORP,IRBT
903129,AMERIGON INC,ARGN
1160469,BLACKROCK CORPORATE HIGH YIELD FUND V INC,HYV
1020710,DXP ENTERPRISES INC,DXPE
1002811,KENSEY NASH CORP,KNSY
1317080,Madison Strategic Sector Premium Fund,msp
1013880,TELETECH HOLDINGS INC,TTEC
110621,RPM INTERNATIONAL INC/DE/,RPM
1074447,MANAS PETROLEUM Corp,MNAP
840883,BTU INTERNATIONAL INC,BTUI
1008654,TUPPERWARE BRANDS CORP,TUP
789879,ENSURGE INC,ESGI
1091907,WORLD WRESTLING ENTERTAINMENTINC,WWE
1096915,"NOVA ENERGY, INC.",NVAE
1403676,"GelTech Solutions, Inc.",GLTC
1030485,NEOMAGIC CORP,NMGC
1120370,"BROADWIND ENERGY, INC.",BWEN
77159,PENN VIRGINIA CORP,PVA
95779,"Swank, Inc.",SNKI
1016169,"ANTARES PHARMA, INC.",AIS
92416,SOUTHWEST GAS CORP,SWX
777491,CH2M HILL COMPANIES LTD,NONE
1108320,SMTC CORP,SMTX
1047335,NATIONAL HEALTHCARE CORP,NHC
1336519,Campbell Multi-Strategy Trust,NONE
899297,OPTI INC,OPTI.OB
1397771,"Reliance Bancshares, Inc.",RLBS
1075857,VIEW SYSTEMS INC,VSYM.OB
1294250,"Rand Logistics, Inc.",RLOG
755806,"PONIARD PHARMACEUTICALS, INC.",PARD
909954,GREEN MOUNTAIN COFFEE ROASTERS INC,GMCR
825542,SCOTTS MIRACLE-GRO CO,SMG
1244937,ENERNOC INC,ENOC
1049502,MKS INSTRUMENTS INC,MKSI
813920,CEC ENTERTAINMENT INC,CEC
1111817,LONGWEI PETROLEUM INVESTMENT HOLDING LTD,LPIH
1011733,TRIMOL GROUP INC,TMOL
1162245,FPB BANCORP INC,NONE
821189,EOG RESOURCES INC,EOG
1017480,HIBBETT SPORTS INC,HIBB
109757,COMMERCE GROUP CORP /WI/,CGCO.OB
1037760,CEPHEID,CPHD
1144215,ACUITY BRANDS INC,AYI
820027,AMERIPRISE FINANCIAL INC,AMP
1180262,HERBALIFE LTD.,HLF
1377256,"Datone, Inc",DATI.OB
275694,MASSMUTUAL CORPORATE INVESTORS,MCI
1386262,AXIS TECHNOLOGIES GROUP INC,AXTG
103884,ALEXANDERS J CORP,JAX
1478085,Graham Packaging Co Inc.,GRM
766704,HEALTH CARE REIT INC /DE/,HCN
31277,EATON CORP,ETN
1328571,NTELOS HOLDINGS CORP,NTLS
740664,R F INDUSTRIES LTD,RFIL
1471265,"Northwest Bancshares, Inc.",NWBI
1035002,VALERO ENERGY CORP/TX,VLO
868368,ROCHESTER MEDICAL CORPORATION,ROCM
1015715,BRAINTECH INC,BRHI
81061,PUBLIX SUPER MARKETS INC,NONE
311094,WESTAMERICA BANCORPORATION,WABC
832489,"GeoVax Labs, Inc.",GOVX
823768,WASTE MANAGEMENT INC,WM
1082038,DURECT CORP,DRRX
1041803,PRICESMART INC,PSMT
10048,BARNWELL INDUSTRIES INC,BRN
1157780,OPNEXT INC,OPXT
790070,EMC CORP,EMC
1368457,Alberto-Culver CO,ACV
356309,NEW JERSEY RESOURCES CORP,NJR
933738,ENGLOBAL CORP,ENG
914024,SHAW GROUP INC,SHAW
1089976,PACTIV CORP,PTV
772897,HUTCHINSON TECHNOLOGY INC,HTCH
1022899,"Atrinsic, Inc.",ATRN
794172,MERIDIAN BIOSCIENCE INC,VIVO
1002037,LEARNING TREE INTERNATIONAL INC,LTRE
101382,UMB FINANCIAL CORP,UMBF
927628,CAPITAL ONE FINANCIAL CORP,COF
800460,CALIFORNIA MICRO DEVICES CORP,CAMD
230498,Rock-Tenn CO,RKT
1082564,FIRST COMMUNITY BANK CORP OF AMERICA,FCFL
1282977,GREENHILL & CO INC,GHL
1284812,COHEN & STEERS INC,CNS
862510,TRANSATLANTIC HOLDINGS INC,TRH
1011174,BRE PROPERTIES INC /MD/,BRE
46195,BANK OF HAWAII CORP,BOH
708818,QUALITY SYSTEMS INC,QSII
1363421,Nuveen Global Value Opportunities Fund,JGV
718924,SPAN AMERICA MEDICAL SYSTEMS INC,SPAN
1111632,AVISTAR COMMUNICATIONS CORP,AVSR
1318310,ev3 Inc.,evvv
1042134,CHORDIANT SOFTWARE INC,CHRD
1342958,DIGITAL ALLY INC,dgly
2969,AIR PRODUCTS & CHEMICALS INC /DE/,APD
1338248,"New England Bancshares, Inc.",NEBS
912603,SCHNITZER STEEL INDUSTRIES INC,SCHN
1045942,REMOTE MDX INC,RMDX
916076,MARTIN MARIETTA MATERIALS INC,MLM
1410402,FX Real Estate & Entertainment Inc.,FXRE.PK
883569,FOSSIL INC,FOSL
1477156,China Hydroelectric Corp,CHC
357301,TRUSTCO BANK CORP N Y,TRST
45876,HARSCO CORP,HSC
1007273,BANK OF SOUTH CAROLINA CORP,BKSC
718413,COMMUNITY BANCORP /VT,CMTV
750556,SUNTRUST BANKS INC,STI
1321646,"Kraton Performance Polymers, Inc.",KRA
313927,CHURCH & DWIGHT CO INC /DE/,CHD
1223112,ADA-ES INC,ADES
1029730,LADENBURG THALMANN FINANCIAL SERVICES INC,LTS
53669,JOHNSON CONTROLS INC,JCI
799729,PAREXEL INTERNATIONAL CORP,PRXL
1326428,"LINN ENERGY, LLC",LINE
1389072,"HeartWare International, Inc.",HTWR
850027,"EAGLE CAPITAL GROWTH FUND, INC.",GRF
1002225,ADVENT SOFTWARE INC /DE/,ADVS
1179060,CROSSTEX ENERGY LP,XTEX
1071992,CAPITAL BANK CORP,CBKN
1003961,PATAPSCO BANCORP INC,PATD
1212545,WESTERN ALLIANCE BANCORPORATION,WAL
3453,ALEXANDER & BALDWIN INC,ALEX
1020859,UNITED NATURAL FOODS INC,UNFI
723612,"AVIS BUDGET GROUP, INC.",CAR
910322,ASTORIA FINANCIAL CORP,AF
40417,GENERAL AMERICAN INVESTORS CO INC,GAM
1093082,HUTTIG BUILDING PRODUCTS INC,HBP
52827,RAYONIER INC,RYN
717538,ARROW FINANCIAL CORP,AROW
1390844,WABCO Holdings Inc.,WBC
36146,TRUSTMARK CORP,TRMK
79879,PPG INDUSTRIES INC,PPG
1166789,LIN TV CORP,TVL
945828,AMERITYRE CORP,AMTY
1168478,HEWITT ASSOCIATES INC,HEW
914397,GREAT LAKES AVIATION LTD,GLUX
825411,TECH OPS SEVCON INC,TO
1017673,DOVER MOTORSPORTS INC,DVD
36966,FIRST HORIZON NATIONAL CORP,FHN
783284,PLANGRAPHICS INC,PFIE
891103,IAC/INTERACTIVECORP,IACI
732712,VERIZON COMMUNICATIONS INC,VZ
1187520,DENALI FUND INC.,DNY
895642,ENER1 INC,HEV
776901,INDEPENDENT BANK CORP,INDB
93410,CHEVRON CORP,CVX
863015,ISLE OF CAPRI CASINOS INC,ISLE
21344,COCA COLA CO,KO
915778,DSP GROUP INC /DE/,DSPG
45012,HALLIBURTON CO,HAL
7789,ASSOCIATED BANC-CORP,ASBC
921500,CONSOLIDATED GRAPHICS INC /TX/,CGX
1409136,Cinnabar Ventures Inc,CNBR
1113256,ARVINMERITOR INC,ARM
1079996,Life Quotes,QUOT
86312,"TRAVELERS COMPANIES, INC.",TRV
350917,EMULEX CORP /DE/,ELX
9326,BALCHEM CORP,BCPC
1396009,Vulcan Materials CO,VMC
727510,ENZON PHARMACEUTICALS INC,ENZN
1107160,HARLEYSVILLE SAVINGS FINANCIAL CORP,HARL
887730,KEMET CORP,KEM
882095,GILEAD SCIENCES INC,GILD
1037868,AMETEK INC/,AME
1378590,"Bridgeline Software, Inc.",BLSW
41023,GEORESOURCES INC,GEOI
1058690,WASHINGTON BANKING CO,WBCO
912513,CYTEC INDUSTRIES INC/DE/,CYT
793952,HARLEY DAVIDSON INC,HOG
1284077,ATLANTIC COAST FEDERAL CORP,ACFC
911002,LODGENET INTERACTIVE CORP,LNET
945114,SYSTEMAX INC,SYX
949858,"ONCOGENEX PHARMACEUTICALS, INC.",OGXI
936468,LOCKHEED MARTIN CORP,LMT
742112,INVACARE CORP,IVC
1033012,FLAGSTAR BANCORP INC,FBC
1466815,"CAMBIUM LEARNING GROUP, INC.",ABCD
897723,SANMINA-SCI CORP,SANM
764401,INSTEEL INDUSTRIES INC,IIIN
803578,INFORMATION ANALYSIS INC,IAIC
788885,PENNICHUCK CORP,PNNW
8328,"Applied Minerals, Inc.",AMNL
1209821,CROSSTEX ENERGY INC,XTXI
898171,UWHARRIE CAPITAL CORP,NONE
889936,"PRIVATEBANCORP, INC",PVTB
884650,INFINITE GROUP INC,IMCI
897802,"SPECIAL OPPORTUNITIES FUND, INC.",PIF
1053532,LASALLE HOTEL PROPERTIES,LHO
1298978,"Market Leader, Inc.",LEDR
1011835,"MEDIVATION, INC.",MDVN
868271,SEVERN BANCORP INC,SVBI
27419,TARGET CORP,TGT
15288,"BULLION MONARCH MINING, INC.",BMRK
1279228,"ATLAS ENERGY, INC.",ATLS
1337068,"Magyar Bancorp, Inc.",MGYR
27996,DELUXE CORP,DLX
906326,RURAL/METRO CORP /DE/,RURL
880117,SANFILIPPO JOHN B & SON INC,JBSS
1063561,PROSPECT MEDICAL HOLDINGS INC,PZZ
1399761,Belvedere Resources CORP,BELV
1338248,"New England Bancshares, Inc.",EVP
1273507,Wind Works Power Corp.,WWPWOB
1344770,RECYCLE TECH INC,RCYT
103145,VEECO INSTRUMENTS INC,VECO
67279,MOCON INC,MOCO
880115,CLAYTON WILLIAMS ENERGY INC /DE,CWEI
84246,RLI CORP,RLI
1074433,CAPITOL FEDERAL FINANCIAL,CFFN
20520,FRONTIER COMMUNICATIONS CORP,FTR
96943,TELEFLEX INC,TFX
1099932,CENTRA FINANCIAL HOLDINGS INC,NONE
92769,SPECTRUM CONTROL INC,SPEC
808015,"MICRO IMAGING TECHNOLOGY, INC.",MMTC
310158,Merck & Co. Inc.,(MRK)
1405277,"Constant Contact, Inc.",CTCT
1084580,JEFFERIES GROUP INC /DE/,JEF
1468639,"SSGI, INC.",SSGI
1278129,"Osteologix, Inc.",OLGX 0B
33992,"KINGSTONE COMPANIES, INC.",KINS
1421538,"SHIMMER GOLD, INC.",SMGN
1045739,"ETELOS, INC.",ETLO
1322705,Spansion Inc.,SPSNQ.PK
807884,CASH AMERICA INTERNATIONAL INC,CSH
872589,REGENERON PHARMACEUTICALS INC,REGN
767405,RURBAN FINANCIAL CORP,RBNF
783280,DUKE REALTY CORP,DRE
103595,VILLAGE SUPER MARKET INC,vlgea
1069157,EAST WEST BANCORP INC,EWBC
1000228,HENRY SCHEIN INC,HSIC
1101268,"Purple Communications, Inc.",PRPL
720672,STIFEL FINANCIAL CORP,SF
1463972,Vuzix Corp,VZX:TSXV
1070296,FIRST CAPITAL INC,FCAP
1132651,AMES NATIONAL CORP,ATLO
92230,BB&T CORP,BBT
354190,GALLAGHER ARTHUR J & CO,AJG
860748,UNITRIN INC,UTR
1067837,ENTERCOM COMMUNICATIONS CORP,ETM
1370489,BLUEFIRE ETHANOL FUELS INC,BFRE
1408501,3PAR Inc.,PAR
759458,CANANDAIGUA NATIONAL CORP,NONE
740971,OLD POINT FINANCIAL CORP,OPOF
39263,CULLEN FROST BANKERS INC,CFR
1087423,RED HAT INC,RHT
744485,NORTHERN STATES FINANCIAL CORP /DE/,NSFC
1380528,GC China Turbine Corp.,GCHT
741516,AMERICAN NATIONAL BANKSHARES INC,amnb
859014,COMPUWARE CORP,CPWR
1431567,Oak Valley Bancorp,OVLY
1053221,METABASIS THERAPEUTICS INC,MBRX
1158289,NUVEEN REAL ESTATE INCOME FUND,JRS
3570,CHENIERE ENERGY INC,LNG
793040,ELLSWORTH FUND LTD,ECF
1441848,FACET BIOTECH CORP,FACT
1170605,TIERONE CORP,TONE
1051379,MIDWEST BANC HOLDINGS INC,MBHI
1067983,BERKSHIRE HATHAWAY INC,BRK.B
1288750,Timberline Resources Corp,TLR
1173752,"ARUBA NETWORKS, INC.",ARUN
714310,VALLEY NATIONAL BANCORP,VLY
720154,BIOANALYTICAL SYSTEMS INC,BASI
1383183,CombiMatrix Corp,CBMX
1283140,HOLLY ENERGY PARTNERS LP,HEP
39911,GAP INC,GPS
1298095,"OMNIRELIANT HOLDINGS, INC.",ORHI
1182129,AUXILIUM PHARMACEUTICALS INC,AUXL
1366367,YADKIN VALLEY FINANCIAL CORP,YAVY
106618,WHX CORP,WXCO
712771,CENTER BANCORP INC,CNBC
1262976,VISTAPRINT N.V.,VPRT
36104,US BANCORP \DE\,USB
1001258,ASTA FUNDING INC,ASFI
1278384,NTS REALTY HOLDINGS LP,NLP
923808,MACC PRIVATE EQUITIES INC,NONE
1024725,TENNECO INC,TEN
1027915,HEALTH GRADES INC,HGRD
1346022,Golden Aria Corp.,GLCP
753308,FPL GROUP INC,FPL
1019650,CENTRUE FINANCIAL CORP,TRUE
1349810,Smart Holdings Inc,SMHS
91767,SONOCO PRODUCTS CO,SON
898293,JABIL CIRCUIT INC,JBL
926865,CECIL BANCORP INC,CECB
1142701,UNITED ONLINE INC,UNTD
1159297,MEADWESTVACO Corp,MWV
859737,HOLOGIC INC,HOLX
320335,TORCHMARK CORP,TMK
1297735,American Casino & Entertainment Properties LLC,NONE
102426,BOULDER GROWTH & INCOME FUND,BIF
1381531,Domtar CORP,UFS
891532,PERMA FIX ENVIRONMENTAL SERVICES INC,pesi
1397183,Iveda Corp,IVDA.OB
1068717,RTI INTERNATIONAL METALS INC,RTI
912767,UNIVERSAL FOREST PRODUCTS INC,UFPI
1473078,Chesapeake Lodging Trust,CHSP
1277902,MVB FINANCIAL CORP,MVBF
764180,"ALTRIA GROUP, INC.",MO
1126956,LACLEDE GROUP INC,LG
64647,"SensiVida Medical Technologies, Inc.",SVMT-0TC
40570,GENERAL EMPLOYMENT ENTERPRISES INC,JOB
717605,HEXCEL CORP /DE/,HXL
1255474,WHITING PETROLEUM CORP,WLL
922475,ITT EDUCATIONAL SERVICES INC,ESI
1047122,RAYTHEON CO/,RTN
863110,ARTESIAN RESOURCES CORP,ARTNA
4962,AMERICAN EXPRESS CO,AXP
853695,DRI CORP,TBUS
1058828,HYPERTENSION DIAGNOSTICS INC /MN,HDII
743367,BAR HARBOR BANKSHARES,BHB
895930,AMSURG CORP,AMSG
1344413,Alexza Pharmaceuticals Inc.,ALXA
883945,USA TRUCK INC,USAK
790715,SIGMA DESIGNS INC,SIGM
1078075,NETSCOUT SYSTEMS INC,NTCT
742054,CADENCE FINANCIAL CORP,CADE
59478,LILLY ELI & CO,LLY
898437,ANIKA THERAPEUTICS INC,ANIK
1378701,Gabelli Global Deal Fund,GDL.A
710846,"Fushi Copperweld, Inc.",FSIN.OB
1178336,HOKU SCIENTIFIC INC,HOKU
736772,CNB FINANCIAL CORP/PA,CCNE
1098972,ANTIGENICS INC /DE/,AGEN
874016,JONES APPAREL GROUP INC,JNY
1295976,"Cellu Tissue Holdings, Inc.",CLU
708781,CASS INFORMATION SYSTEMS INC,CASS
1009379,METROPOLITAN HEALTH NETWORKS INC,MDF
1145255,HENNESSY ADVISORS INC,HNNA
1009976,COMMERCIAL BANCSHARES INC \OH\,CMOH
100885,UNION PACIFIC CORP,UNP
1129155,MARINE PRODUCTS CORP,MPX
1096939,Vista International Technologies Inc,VVIT
766829,SJW CORP,SJW
812301,"Patient Safety Technologies, Inc",PSTX.OB
1046257,CORN PRODUCTS INTERNATIONAL INC,CPO
764478,BEST BUY CO INC,BBY
1432405,"Merchants & Marine Bancorp, Inc.",none
934612,BURLINGTON NORTHERN SANTA FE CORP,BNI
934538,TECHE HOLDING CO,TSH
764897,Banyan Rail Services Inc.,BHIT
1045425,RAIT Financial Trust,RAS
831001,CITIGROUP INC,C
1024520,WORLD HEART CORP,WHRT
779544,ARK RESTAURANTS CORP,ARKR
350852,COMMUNITY TRUST BANCORP INC /KY/,CTBI
884504,THERMOENERGY CORP,TMEN
1087432,INTERMUNE INC,ITMN
1403385,Symetra Financial CORP,SYA
1011006,YAHOO INC,YHOO
856569,ENCORIUM GROUP INC,ENCO
918580,Gaming Partners International CORP,GPIC
913142,BELDEN INC.,BDC
14707,BROWN SHOE CO INC,BWS
859475,TRIDENT MICROSYSTEMS INC,TRID
1095277,INTERSECTIONS INC,INTX
787250,DPL INC,dpl
7184,ARGONAUT ENERGY CORP,CMTV
921183,HMN FINANCIAL INC,HMNF
1049108,DOLLAR THRIFTY AUTOMOTIVE GROUP INC,DTG
876437,MGIC INVESTMENT CORP,MTG
746838,UNISYS CORP,UIS
895051,ENTREMED INC,ENMD
798528,ODYSSEY MARINE EXPLORATION INC,OMEX
1072725,GOLD RESERVE INC,GRZ
742278,RPC INC,RES
1388410,Endeavor Power Corp,EDVP
1370314,"Double-Take Software, Inc.",DBTK
1315320,InfoLogix Inc,IFLG
846901,LAKELAND BANCORP INC,LBAI
1348259,VALIDUS HOLDINGS LTD,VR
1373671,"Isilon Systems, Inc.",ISLN
1077428,TEXAS CAPITAL BANCSHARES INC/TX,TCBI
917470,OLYMPIC STEEL INC,ZEUS
35527,FIFTH THIRD BANCORP,FITB
842518,EVANS BANCORP INC,EVBN
877890,CITRIX SYSTEMS INC,CTXS
1040426,SYNTEL INC,SYNT
1003022,ZORAN CORP \DE\,ZRAN
813621,AMCOL INTERNATIONAL CORP,ACO
1012100,SEALED AIR CORP/DE,SEE
1013857,PEGASYSTEMS INC,PEGA
1297989,"ExlService Holdings, Inc.",EXLS
29905,DOVER CORP,DOV
1131312,ZION OIL & GAS INC,ZN
68270,RUBY TUESDAY INC,RT
783739,BANCTRUST FINANCIAL GROUP INC,BTFG
1032975,LOGITECH INTERNATIONAL SA,LOGI
1406591,Federated Enhanced Treasury Income Fund,FTT
81362,QUAKER CHEMICAL CORP,KWR
1389305,RSC Holdings Inc.,RRR
852772,DENNYS CORP,DENN
718413,COMMUNITY BANCORP /VT,rep*9ort
110430,FRONTIER OIL CORP /NEW/,FTO
706129,HORIZON BANCORP /IN/,HBNC
1087785,NUVEEN MICHIGAN DIVIDEND ADVANTAGE MUNICIPAL FUND,NZW
854775,DIGI INTERNATIONAL INC,DGII
1056943,PEOPLES FINANCIAL SERVICES CORP.,PFIS
1324736,HOLLOMAN ENERGY CORP,HENC
1135906,"COMBINATORX, INC",CRXX
1080667,DITECH NETWORKS INC,DITC
1080709,ARENA PHARMACEUTICALS INC,ARNA
1042825,POWER ONE INC,PWER
913590,"CLST HOLDINGS, INC.",CLHI.PK
1003986,TAYLOR CALVIN B BANKSHARES INC,TYCB
57131,LA-Z-BOY INC,LZB
1120916,AMERICAN OIL & GAS INC,AEZ
1127160,CAROLINA BANK HOLDINGS INC,CLBH
913165,EXACTECH INC,EXAC
1289505,"QC Holdings, Inc.",QCCO
1433561,"Winrock International, Inc.",none
1394159,"Orbitz Worldwide, Inc.",OWW
864559,CASCADE MICROTECH INC,CSCD
278130,PIER 1 IMPORTS INC/DE,PIR
1088206,QUICK-MED TECHNOLOGIES INC,QMDT
946647,FIRST DEFIANCE FINANCIAL CORP,FDEF
1018833,QUADRAMED CORP,qdhc
886163,LIGAND PHARMACEUTICALS INC,LGND
1131096,ATHENAHEALTH INC,ATHN
30554,DUPONT E I DE NEMOURS & CO,DD
865941,CELADON GROUP INC,CGI
1079023,VARIAN SEMICONDUCTOR EQUIPMENT ASSOCIATES INC,VSEA
885275,WILSON BANK HOLDING CO,none
1434621,"Tree.com, Inc.",TREE
355811,GENTEX CORP,GNTX
1061219,ENTERPRISE PRODUCTS PARTNERS L P,EPD
49196,HUNTINGTON BANCSHARES INC/MD,HBAN
27367,DAXOR CORP,DXR
1428205,"Armour Residential REIT, Inc.",ARR
46129,ALLIED MOTION TECHNOLOGIES INC,AMOT
31791,PERKINELMER INC,PKI
1366868,"Globalstar, Inc.",GSAT
701985,LIMITED BRANDS INC,LTD
1006028,PURE BIOSCIENCE,PURE
1260990,GTX INC /DE/,GTXI
731122,CCFNB BANCORP INC,CCFN
1388510,PENGRAM CORP,PNGM
48898,HUBBELL INC,"HUBA, HUBB"
1140586,NEW FRONTIER ENERGY INC,NFEI.OB
850579,PLX TECHNOLOGY INC,PLXT
949373,EINSTEIN NOAH RESTAURANT GROUP INC,BAGL
1172353,CENTRAL JERSEY BANCORP,CJBK
1098972,ANTIGENICS INC /DE/,agen
887936,FTI CONSULTING INC,FCN
1122991,"Quamtel, Inc.",QUMI
1046025,HERITAGE FINANCIAL CORP /WA/,HFWA
1016281,CARRIAGE SERVICES INC,CSV
1070154,PROVIDENT NEW YORK BANCORP,PBNY
109758,ARBITRON INC,ARB
904896,N-VIRO INTERNATIONAL CORP,nvic.ob
19617,J P MORGAN CHASE & CO,JPM
1333675,Thrive World Wide Inc.,TWWI
1051512,TELEPHONE & DATA SYSTEMS INC /DE/,TDS
1337826,"CHINA ORGANIC AGRICULTURE, INC.",CNOA
910638,3D SYSTEMS CORP,TDSC
350846,SUPREME INDUSTRIES INC,STS
1101396,DELTA APPAREL INC,DLA
1253317,OLD LINE BANCSHARES INC,OLBK
1004702,OCEANFIRST FINANCIAL CORP,OCFC
1234006,GLADSTONE COMMERCIAL CORP,GOOD
56868,PRIMEENERGY CORP,PNRG
1000278,PACIFICHEALTH LABORATORIES INC,PHLI
1082554,UNITED THERAPEUTICS CORP,UTHR
1143513,GLADSTONE CAPITAL CORP,GLAD
1176316,ACCESS NATIONAL CORP,ANCX
1342287,General Finance CORP,GFN
28412,COMERICA INC /NEW/,CMA
62234,MARCUS CORP,MCS
899881,PROLOGIS,PLD
789933,NACCO INDUSTRIES INC,NC
1301081,Pharmasset Inc,VRUS
1070750,"HOST HOTELS & RESORTS, INC.",HST
826326,ARC WIRELESS SOLUTIONS INC,ARCW
1344394,COLORADO GOLDFIELDS INC.,CGFIA
52988,JACOBS ENGINEERING GROUP INC /DE/,JEC
