tag,company_count,value_count,avg_values_per_company,units
GoodwillPurchaseAccountingAdjustments,205,2726,13.3,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,205,2913,14.21,shares
IndefiniteLivedIntangibleAssetsExcludingGoodwill,204,7167,35.13,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,202,4778,23.65,"pure, USD/shares, GBP"
FinanceLeaseRightOfUseAssetAmortization,201,4584,22.81,USD
StockholdersEquityOther,201,10678,53.12,USD
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,201,13035,64.85,USD
ForeignCurrencyTransactionGainLossBeforeTax,201,14278,71.03,"USD, EUR"
RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability,200,4154,20.77,USD
AvailableForSaleSecurities,200,6788,33.94,USD
CostsAndExpenses,199,30488,153.21,USD
IncomeTaxReconciliationChangeInEnactedTaxRate,198,2633,13.3,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,198,1813,9.16,shares
DefinedBenefitPlanContributionsByEmployer,197,4114,20.88,USD
DerivativeLiabilities,197,8094,41.09,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,197,3345,16.98,"pure, USD/shares, GBP, AUD"
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,197,4701,23.86,USD
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,197,6786,34.45,USD
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,196,19603,100.02,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,196,2684,13.69,shares
ShortTermLeaseCost,196,4851,24.75,USD
LongTermDebtAndCapitalLeaseObligations,194,14667,75.6,USD
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,194,11563,59.6,USD
OtherComprehensiveIncomeLossTax,194,12992,66.97,USD
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,194,6348,32.72,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,194,3477,17.92,shares
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,194,12789,65.92,USD
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,193,3142,16.28,USD/shares
AllowanceForDoubtfulAccountsReceivable,193,6614,34.27,USD
DeferredTaxAssetsTaxCreditCarryforwards,193,3199,16.58,USD
LettersOfCreditOutstandingAmount,193,4052,20.99,USD
Land,192,6305,32.84,USD
AdvertisingExpense,192,7346,38.26,USD
ProceedsFromRepaymentsOfShortTermDebt,192,12853,66.94,USD
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,192,18479,96.24,USD
FinanceLeaseInterestExpense,191,4448,23.29,USD
GoodwillImpairedAccumulatedImpairmentLoss,191,5869,30.73,USD
DeferredTaxLiabilitiesCurrent,191,3688,19.31,USD
CapitalExpendituresIncurredButNotYetPaid,190,11391,59.95,USD
DeferredTaxLiabilitiesLeasingArrangements,190,1994,10.49,USD
OperatingLossCarryforwards,190,1392,7.33,USD
RevenueRemainingPerformanceObligation,190,3841,20.22,USD
IncreaseDecreaseInAccruedIncomeTaxesPayable,190,14595,76.82,USD
TaxAdjustmentsSettlementsAndUnusualProvisions,190,1901,10.01,"USD, EUR, CAD"
GainLossOnSaleOfPropertyPlantEquipment,189,8151,43.13,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,188,2839,15.1,"shares, pure, USD/shares, GBP"
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,187,3252,17.39,USD
LongTermDebtFairValue,187,7915,42.33,USD
PaymentsToMinorityShareholders,186,6370,34.25,"USD, CAD"
TreasuryStockCommonValue,186,3650,19.62,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,185,2303,12.45,shares
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriod,185,562,3.04,shares
LineOfCreditFacilityAmountOutstanding,185,1478,7.99,"BRL, JPY, CNY, USD"
FiniteLivedIntangibleAssetsAmortizationExpense,184,2385,12.96,USD
PaymentsToAcquireInvestments,183,9941,54.32,USD
DeferredRevenueCurrent,183,10509,57.43,USD
ConstructionInProgressGross,183,7255,39.64,"USD, CAD"
DebtCurrent,183,11359,62.07,USD
BuildingsAndImprovementsGross,183,5270,28.8,USD
UnrecognizedTaxBenefitsPeriodIncreaseDecrease,181,2235,12.35,USD
InterestExpenseNonoperating,181,1170,6.46,USD
IncreaseDecreaseInOtherOperatingLiabilities,180,14640,81.33,USD
FinanceLeaseLiabilityPaymentsRemainderOfFiscalYear,179,996,5.56,USD
CapitalLeasesFutureMinimumPaymentsDueCurrent,179,1406,7.85,USD
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,179,2322,12.97,USD
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,178,1463,8.22,USD
ShortTermInvestments,178,10659,59.88,USD
OperatingExpenses,177,22942,129.62,USD
BusinessAcquisitionsProFormaNetIncomeLoss,177,3330,18.81,USD
AvailableForSaleDebtSecuritiesAmortizedCostBasis,177,6643,37.53,USD
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,176,1432,8.14,USD
PaymentsToAcquireProductiveAssets,176,14136,80.32,USD
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,176,488,2.77,"Years, M, Yr, years, count, yr, pure, year, Year, Y, USD, months, number"
StockIssuedDuringPeriodValueStockOptionsExercised,176,11188,63.57,USD
AvailableForSaleSecuritiesAmortizedCost,175,6614,37.79,USD
IntangibleAssetsGrossExcludingGoodwill,175,6995,39.97,USD
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,174,822,4.72,USD
RestrictedCashAndCashEquivalents,174,6720,38.62,USD
DebtInstrumentInterestRateStatedPercentage,174,929,5.34,"pure, Rate"
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,174,4645,26.7,"USD, GBP"
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,173,2069,11.96,USD
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,173,9087,52.53,USD
GoodwillTranslationAdjustments,173,2485,14.36,USD
CapitalLeasesFutureMinimumPaymentsDueInFourYears,173,1397,8.08,USD
TaxesPayableCurrent,172,8649,50.28,USD
LineOfCredit,172,3782,21.99,"BRL, USD, GBP, CAD"
PaymentsToAcquireBusinessesGross,172,2613,15.19,"CNY, USD, EUR, GBP"
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,172,1346,7.83,USD
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,170,10344,60.85,USD
InterestPayableCurrent,170,8664,50.96,USD
FinanceLeaseInterestPaymentOnLiability,170,3339,19.64,USD
StockRepurchaseProgramAuthorizedAmount,169,1378,8.15,USD
TreasuryStockAcquiredAverageCostPerShare,169,6685,39.56,"pure, USD/shares"
NoncurrentAssets,169,4432,26.22,USD
CapitalLeasesFutureMinimumPaymentsDueThereafter,169,1335,7.9,USD
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleAmountOfUnrecordedBenefit,167,1951,11.68,USD
CostOfGoodsSold,167,16484,98.71,USD
InterestCostsCapitalized,166,7529,45.36,USD
StockRepurchasedAndRetiredDuringPeriodValue,166,8736,52.63,USD
RestrictedCashAndCashEquivalentsAtCarryingValue,166,7449,44.87,USD
ImpairmentOfIntangibleAssetsExcludingGoodwill,165,2939,17.81,USD
CommercialPaper,165,5328,32.29,"USD, EUR"
CapitalLeasesFutureMinimumPaymentsDue,165,1402,8.5,USD
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,164,5913,36.05,USD
ImpairmentOfLongLivedAssetsHeldForUse,163,3286,20.16,USD
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,162,6088,37.58,USD
StockIssuedDuringPeriodSharesNewIssues,162,2122,13.1,shares
DeferredTaxAssetsDeferredIncome,162,2623,16.19,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,161,1908,11.85,"pure, USD/shares"
AssetsOfDisposalGroupIncludingDiscontinuedOperation,161,2335,14.5,USD
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,161,6505,40.4,USD
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,159,11018,69.3,USD
DeferredFinanceCostsNet,159,4746,29.85,USD
DebtInstrumentUnamortizedDiscount,158,3934,24.9,USD
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,158,1464,9.27,USD
RepaymentsOfDebt,158,4091,25.89,"USD, GBP"
DefinedBenefitPlanNetPeriodicBenefitCost,158,7869,49.8,USD
OtherComprehensiveIncomeDefinedBenefitPlansTax,158,1925,12.18,USD
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,158,1624,10.28,USD
ProceedsFromLinesOfCredit,157,5486,34.94,"USD, EUR, CAD"
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,157,4101,26.12,USD
DeferredTaxAssetsInventory,157,3123,19.89,USD
InventoryFinishedGoodsNetOfReserves,156,12095,77.53,USD
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,155,2448,15.79,USD
ImpairmentOfInvestments,155,4744,30.61,USD
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,155,3794,24.48,USD
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,155,4149,26.77,USD
IncreaseDecreaseInRestrictedCash,154,5239,34.02,USD
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,154,5044,32.75,USD
LongTermDebtAndCapitalLeaseObligationsCurrent,154,9391,60.98,USD
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,154,8394,54.51,USD
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,153,785,5.13,"USD, EUR, GBP, CAD"
DisposalGroupIncludingDiscontinuedOperationRevenue,153,4104,26.82,USD
InventoryFinishedGoods,153,8868,57.96,USD
NoncontrollingInterestIncreaseFromBusinessCombination,153,1832,11.97,USD
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,152,2736,18.0,USD
PaymentsToAcquireEquityMethodInvestments,151,4813,31.87,"USD, KRW"
DeferredTaxAssetsLiabilitiesNetNoncurrent,151,2738,18.13,USD
MachineryAndEquipmentGross,151,4800,31.79,USD
RepaymentsOfLinesOfCredit,150,5186,34.57,"BRL, USD"
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,150,3134,20.89,USD
PrepaidExpenseCurrent,150,7993,53.29,USD
OtherOperatingActivitiesCashFlowStatement,150,9332,62.21,USD
DeferredIncomeTaxesAndTaxCredits,150,9331,62.21,USD
ImpairmentOfIntangibleAssetsFinitelived,149,1983,13.31,USD
GainLossOnDispositionOfAssets1,149,5406,36.28,USD
DebtInstrumentFairValue,148,5832,39.41,USD
IncomeTaxesReceivable,148,6488,43.84,USD
GainLossOnInvestments,147,7028,47.81,USD
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,147,5520,37.55,USD
ProceedsFromIssuanceOfDebt,147,4472,30.42,"BRL, USD, EUR"
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,147,5877,39.98,USD
GoodwillTranslationAndPurchaseAccountingAdjustments,147,3595,24.46,USD
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,146,4850,33.22,USD
GeneralAndAdministrativeExpense,146,23514,161.05,USD
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount,146,1082,7.41,USD
LineOfCreditFacilityRemainingBorrowingCapacity,145,2134,14.72,USD
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,145,6493,44.78,"AUD, USD"
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,145,3173,21.88,USD
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax,144,6420,44.58,USD
InterestIncomeExpenseNet,144,14506,100.74,USD
ImpairmentOfLongLivedAssetsToBeDisposedOf,143,1911,13.36,USD
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,142,4858,34.21,USD
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,141,3358,23.82,USD
ContractWithCustomerLiabilityNoncurrent,141,5366,38.06,USD
UnrecognizedTaxBenefitsIncreasesResultingFromAcquisition,141,1392,9.87,USD
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,140,1824,13.03,USD
BusinessAcquisitionProFormaEarningsPerShareDiluted,140,2673,19.09,"pure, USD/shares"
BusinessAcquisitionCostOfAcquiredEntityCashPaid,140,594,4.24,"USD, EUR, GBP, CAD"
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,140,6588,47.06,USD
AvailableforsaleSecuritiesGrossUnrealizedGain,139,1932,13.9,USD
GainLossRelatedToLitigationSettlement,139,3062,22.03,"USD, EUR"
EquityMethodInvestmentOtherThanTemporaryImpairment,139,1814,13.05,USD
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,139,8698,62.58,USD
CostOfRevenue,139,17829,128.27,USD
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,138,6708,48.61,USD
GoodwillAndIntangibleAssetImpairment,138,2517,18.24,USD
PaymentsOfDebtExtinguishmentCosts,138,2749,19.92,"USD, EUR, CAD"
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax,137,6301,45.99,USD
ProceedsFromSaleOfAvailableForSaleSecurities,137,7039,51.38,"AUD, USD"
SeveranceCosts1,137,3194,23.31,USD
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,137,4016,29.31,USD
ProceedsFromSaleOfProductiveAssets,137,6772,49.43,USD
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,137,2072,15.12,USD
EquityMethodInvestmentOwnershipPercentage,137,812,5.93,"pure, Rate"
AssetsFairValueDisclosure,136,5936,43.65,USD
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,136,923,6.79,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,135,491,3.64,"pure, USD"
ProceedsFromShortTermDebt,135,4119,30.51,USD
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,135,9029,66.88,USD
SubleaseIncome,134,3361,25.08,USD
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,134,4135,30.86,USD
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,134,1122,8.37,USD
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,134,5861,43.74,USD
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,133,2601,19.56,pure
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,133,2103,15.81,"USD/shares, GBP"
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,133,2988,22.47,"AUD, USD"
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,133,1996,15.01,USD
DeferredTaxAssetsLiabilitiesNetCurrent,132,1712,12.97,USD
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,132,856,6.48,USD
SalesRevenueGoodsNet,132,13880,105.15,USD
RepaymentsOfShortTermDebt,131,4135,31.56,USD
IncreaseDecreaseInDeferredRevenue,131,8660,66.11,USD
IncreaseDecreaseInContractWithCustomerLiability,130,5372,41.32,USD
EquityMethodInvestmentDividendsOrDistributions,130,7507,57.75,"USD, HKD"
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,130,3011,23.16,USD
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,129,1849,14.33,USD
DividendsCommonStock,129,9783,75.84,USD
AvailableForSaleSecuritiesGrossUnrealizedLosses1,129,1820,14.11,USD
UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense,128,2587,20.21,USD
IncreaseDecreaseInReceivables,128,13098,102.33,USD
IncomeTaxReconciliationRepatriationOfForeignEarnings,128,1286,10.05,USD
OtherAssets,128,9105,71.13,USD
FinitelivedIntangibleAssetsAcquired1,127,1532,12.06,USD
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,127,5863,46.17,USD
InventoryWorkInProcessNetOfReserves,127,9733,76.64,USD
AllowanceForDoubtfulAccountsReceivableWriteOffs,127,2921,23.0,USD
DefinedBenefitPlanAccumulatedBenefitObligation,127,2061,16.23,USD
InterestExpenseDebt,126,8035,63.77,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageRemainingContractualTerm,126,257,2.04,"years, pure, Year, Y, USD, decimal"
ProceedsFromSaleAndMaturityOfMarketableSecurities,126,6198,49.19,USD
AvailableForSaleSecuritiesGrossRealizedGains,126,6240,49.52,USD
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,126,3489,27.69,USD
RestrictedCash,126,3380,26.83,USD
DeferredTaxAssetsPropertyPlantAndEquipment,126,1441,11.44,USD
LossContingencyAccrualAtCarryingValue,126,3030,24.05,"BRL, USD, EUR"
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,125,6900,55.2,USD
EquitySecuritiesFvNi,125,3184,25.47,USD
StockRepurchasedAndRetiredDuringPeriodShares,125,4470,35.76,shares
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,125,1024,8.19,USD
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,124,2842,22.92,USD
CapitalLeaseObligations,124,2206,17.79,USD
PaymentsOfDividendsMinorityInterest,124,7348,59.26,USD
ProceedsFromMinorityShareholders,124,4614,37.21,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableIntrinsicValue,123,226,1.84,USD
SharePrice,123,1427,11.6,"USD/shares, MXN"
BusinessCombinationConsiderationTransferred1,123,970,7.89,"EUR, USD"
AvailableForSaleSecuritiesFairValueDisclosure,123,1621,13.18,USD
PaymentsToAcquireMarketableSecurities,123,6499,52.84,"AUD, USD, CAD"
GoodwillGross,123,4656,37.85,USD
BusinessCombinationContingentConsiderationLiability,122,2384,19.54,"USD, EUR"
IncreaseDecreaseInAccruedLiabilities,122,9907,81.2,USD
AccruedIncomeTaxesNoncurrent,122,7069,57.94,USD
DeferredTaxAssetsTaxCreditCarryforwardsForeign,122,1335,10.94,USD
DebtLongtermAndShorttermCombinedAmount,121,3747,30.97,USD
DerivativeGainLossOnDerivativeNet,121,5073,41.93,USD
AllocatedShareBasedCompensationExpenseNetOfTax,121,8474,70.03,USD
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,121,3833,31.68,USD
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,120,7348,61.23,USD
AmortizationOfFinancingCosts,120,6490,54.08,USD
ProceedsFromSaleOfEquityMethodInvestments,120,1781,14.84,"USD, EUR"
LongTermInvestments,120,7831,65.26,USD
CumulativeEffectOfInitialAdoptionOfFIN48,120,150,1.25,USD
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,120,7604,63.37,USD
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,120,3777,31.48,USD
OperatingLeaseExpense,120,2275,18.96,USD
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,119,2803,23.55,USD
IncreaseDecreaseInDeferredIncomeTaxes,119,6805,57.18,USD
ValuationAllowancesAndReservesBalance,119,3726,31.31,USD
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,118,1560,13.22,USD
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,118,2254,19.1,USD
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,118,2061,17.47,USD
GoodwillPeriodIncreaseDecrease,118,1285,10.89,USD
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,118,1110,9.41,shares
DeferredTaxAssetsCapitalLossCarryforwards,117,1322,11.3,USD
ProceedsFromSaleMaturityAndCollectionsOfInvestments,117,6184,52.85,USD
RestructuringReserveSettledWithCash,117,1269,10.85,USD
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,117,998,8.53,USD
InventoryRawMaterialsNetOfReserves,117,8269,70.68,USD
ShortTermDebtWeightedAverageInterestRate,117,2197,18.78,"percent, pure, USD, Rate"
ReceivablesNetCurrent,117,9726,83.13,USD
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,117,6167,52.71,USD
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation,116,1927,16.61,USD
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,116,695,5.99,USD
